,Name,Id,Address,Coordinates,Reviews,Rating,Zip Code
0,L'Appart,C6f_MQaRwIbJ8diailVaCA,"['225 Liberty St', 'New York, NY 10281']","[40.712708, -74.015919]",135,5.0,10281
1,Vin Sur Vingt Bistro à Vins,UPk0-eVCBdEieFlu9WeJAA,"['230 E 51st St', 'New York, NY 10022']","[40.755755, -73.969142]",5,5.0,10022
2,Narcisse,mqaSFe9PL_10NsCNnGSo_g,"['344 E 59th St', 'New York, NY 10022']","[40.75975, -73.96254]",15,4.5,10022
3,Steak Frites Bistro,V3dHB6xAdd8_dH7t481PAw,"['496 9th Ave', 'New York, NY 10018']","[40.755591, -73.994449]",30,4.5,10018
4,Bistro Eloise,fAPkN79fe7Gjq7A6fj6s9Q,"['75-57 31st Ave', 'East Elmhurst, NY 11370']","[40.7587335, -73.8920429]",272,4.5,11370
5,Recette,ILwCoB-PD8n9ObGk_sac0A,"['103 Havemeyer St', 'Brooklyn, NY 11211']","[40.71326399774355, -73.95637202012806]",88,4.5,11211
6,Bar Lula,y2dSu-qwp1BmLfQRn_c-1Q,"['132 1st Ave', 'New York, NY 10009']","[40.72743, -73.98521]",45,4.5,10009
7,Le French Diner,kHeakps7Gj8EaImiOYaX8g,"['188 Orchard St', 'New York, NY 10002']","[40.7218274586187, -73.9879689992204]",150,4.5,10002
8,Vin Sur Vingt,ykTc4pZYEAY0Esd0yVFSOQ,"['66 W 84th St', 'New York, NY 10024']","[40.78492, -73.97291]",68,4.5,10024
9,Le Botaniste,-vBfKWJ1v9YdJQT5XUbcBQ,"['833 Lexington Ave', 'New York, NY 10065']","[40.7649986274526, -73.9659830279587]",454,4.5,10065
10,Le Rock,2P2yx60T04Te19tkRZE43w,"['45 Rockefeller Plz', 'New York, NY 10111']","[40.75917649953854, -73.97818621997159]",38,4.5,10111
11,L'Accolade,3zbz9kLrLKHCBeGrNhMMGA,"['302 Bleecker St', 'New York, NY 10014']","[40.732484, -74.003915]",140,4.5,10014
12,Boucherie West Village,s3jou_L_LVYGkNHiuhjlew,"['99 7th Ave S', 'New York, NY 10014']","[40.733063, -74.0028772]",2193,4.5,10014
13,Mino Brasserie,4yZzQKtaPJxSAxNUO20JcA,"['225 W 12th St', 'New York, NY 10011']","[40.73771, -74.00152]",64,4.5,10011
14,Boucherie Union Square,8XHbZIKDQbXhyKIGiukVeQ,"['225 Park Ave S', 'New York, NY 10003']","[40.73725824850519, -73.9882252705524]",1338,4.5,10003
15,Le Bernardin,vRrVSB-LegwUwIxpkeRVtQ,"['155 W 51st St', 'The Equitable Bldg', 'New York, NY 10019']","[40.761557, -73.981763]",2822,4.5,10019
16,Amelie,UJe9_p6NEl0kA6xHVo5PKw,"['566 Amsterdam Ave', 'New York, NY 10024']","[40.78875, -73.97464]",278,4.5,10024
17,La Grande Boucherie,DGhWO1sUWydVeR5j5ZZaMw,"['145 W 53rd St', 'New York, NY 10019']","[40.7626274, -73.98084109999999]",2035,4.5,10019
18,Barnea Bistro,7flJeg5Tnc06cQQ7jnBtxg,"['211 E 46th St', 'New York, NY 10017']","[40.75314, -73.97179]",60,4.5,10017
19,Amélie,ETgJqJHV7BW6pIr9Ox74sA,"['22 W 8th St', 'New York, NY 10011']","[40.7327, -73.99766]",2891,4.5,10011
20,Lamonte,28EoYA9TiHANksq662_3vQ,"['557 Driggs Ave', 'Brooklyn, NY 11211']","[40.71684, -73.95648]",18,4.5,11211
21,Le Crocodile,VpEy7E9fij06n7BRrzvEaw,"['80 Wythe Ave', 'Brooklyn, NY 11249']","[40.72191, -73.957873]",191,4.5,11249
22,La Sirene,FiRB9Ek3Xo9JHwXgBYITYg,"['558 Broome St', 'New York, NY 10013']","[40.7243642217227, -74.005708694458]",1700,4.5,10013
23,Excuse My French,iexl39DYyy_76Xq3ExaJkQ,"['96 Orchard St', 'New York, NY 10002']","[40.718437, -73.989807]",352,4.0,10002
24,Pastis,gtXP0CmOnBbgfnff7VXa7A,"['52 Gansevoort St', 'New York, NY 10014']","[40.73928, -74.00695]",450,4.0,10014
25,Quality Bistro,tmzWZtu9Nimn7Hfas9XmcA,"['120 W 55th St', 'New York, NY 10019']","[40.76306, -73.9786]",278,4.0,10019
26,La Brasserie,IYDOX3EelsDWW3kWeoE_Zw,"['411 Park Ave S', 'New York, NY 10016']","[40.74362, -73.98365]",42,4.0,10016
27,Mister French,OppTOs3uBwOG29yF45lb8A,"['24 E 21st St', 'New York, NY 10010']","[40.7393774, -73.9889987]",98,4.0,10010
28,La Grenouille,KIIYvTOc0Uv90aUHEGvoSg,"['3 E 52nd St', 'New York, NY 10022']","[40.75961, -73.97562]",486,4.0,10022
29,Maman,dwNmZYx74kAjTsk1hTVtjw,"['114 W 41st St', 'New York, NY 10036']","[40.75446, -73.98554]",82,4.0,10036
30,Le Parisien,csVEpHy5KJoFvM1qp5XwLQ,"['163 East 33rd St', 'New York, NY 10016']","[40.7454079308793, -73.9791478306885]",1046,4.0,10016
31,Vin Sur Vingt,CsZLG1VpdFAZiT_qRRmJ2A,"['1140 Broadway', 'New York, NY 10001']","[40.743927, -73.9887]",173,4.0,10001
32,Bistro Vendome,HUEj_yVB1E2mNNxW5PqUtQ,"['405 East 58th St', 'New York, NY 10022']","[40.7588875, -73.961963]",180,4.0,10022
33,La Sirène-UWS,EaNRl3vlDOsNF-gkCR5mBA,"['416 Amsterdam Ave', 'New York, NY 10024']","[40.7838, -73.97806]",115,4.0,10024
34,Chateau 49 Bar A Vin,9f6chaCx20d1A0Abo6NzUw,"['924 2nd Ave', 'New York, NY 10022']","[40.75428, -73.9687299]",136,4.0,10022
35,Le Coucou,obFs12x7mgYPGxgalBd22w,"['138 Lafayette St', 'New York, NY 10013']","[40.71909, -74.00013]",668,4.0,10013
36,Deux Amis,RQojRzAYA9Cq87PqwQq5yg,"['356 E 51st St', 'New York, NY 10022']","[40.7544765, -73.9660238]",208,4.0,10022
37,Pascalou,5XQgZQF-5N94bkQ2d_PJIQ,"['1308 Madison Ave', 'New York, NY 10128']","[40.78521, -73.95595]",289,4.0,10128
38,Copinette,Gc7OVEIs4HodL4hw9U3C3w,"['891 1st Ave', 'New York, NY 10022']","[40.75407, -73.96623]",209,4.0,10022
39,Café Henri,gISZs8okQgFIpd-yz9aC4w,"['1010 50th Ave', 'Long Island City, NY 11101']","[40.742559, -73.953697]",770,4.0,11101
40,Le Jardinier,lu0XMmcPyFGvIgqRcbU_4g,"['610 Lexington Ave', 'New York, NY 10022']","[40.7582033, -73.9713074]",53,4.0,10022
41,Claudette,aTFkjo0scqmOgsFF5kuGXg,"['24 5th Ave', 'New York, NY 10011']","[40.7331, -73.99596]",493,4.0,10011
42,Buvette,xQ445GaWVN5Aa3sFX9OoIg,"['42 Grove St', 'New York, NY 10014']","[40.732704, -74.00434640955953]",2077,4.0,10014
43,Loulou Petit Bistro & Speakeasy,m9zYRZFubncaWsQFIfNo5g,"['176 8th Ave', 'New York, NY 10011']","[40.742627091934104, -74.00005776653397]",442,4.0,10011
44,MaryLou,TjsclSn2PbJ9AV3S4oiXUw,"['41 St Marks Pl', 'New York, NY 10003']","[40.7285, -73.98707]",15,4.0,10003
45,Perrine,sBL7J7s4Rnul40-MB0hXbA,"['2 E 61st Street At Fifth Ave', 'Ground Floor', 'New York City, NY 10065']","[40.7653271962541, -73.97199900859833]",111,4.0,10065
46,Manny's Bistro,_FlytyN_g4CjBL14JvrjBw,"['225 Columbus Ave', 'New York, NY 10023']","[40.776204, -73.979266]",52,4.0,10023
47,Cafe d’Alsace,kmcgUxWhwlbmC-FAMTEF2g,"['1703 2nd Ave', 'New York, NY 10128']","[40.77942, -73.95084]",1339,4.0,10128
48,Friedman's,cCesIqo-LQt0cRlZAnrAZQ,"['132 W 31st St', 'New York, NY 10001']","[40.74839, -73.99062]",2807,4.0,10001
49,La Bergamote NYC,8xYvp9j7j8RCRQGsiRRujQ,"['177 9th Ave', 'New York, NY 10011']","[40.745044, -74.002863]",393,4.0,10011
50,Selo,o-N9S05IjZdEdzdO6DB3Bw,"['33-05 Broadway', 'Astoria, NY 11106']","[40.7613, -73.92335]",74,5.0,11106
51,Chez Olivia,ar2xOWS0wl5yB60GH1uI5w,"['29-11 23rd Ave', 'Astoria, NY 11105']","[40.774977, -73.913251]",53,4.5,11105
52,Oxalis,TQzGf4k3HXyMbnNkYKKQSw,"['791 Washington Ave', 'Brooklyn, NY 11238']","[40.673109, -73.9626279]",229,4.5,11238
53,La Parisienne,xTnivXEdEtXrnhp-z4JGvg,"['9 Maiden Ln', 'New York, NY 10038']","[40.70961, -74.0093799]",791,4.5,10038
54,LĒNA,flcy6dNr4s12PTv6VtBK9Q,"['137 Eldridge St', 'New York, NY 10002']","[40.719135, -73.991758]",213,4.5,10002
55,Francie,-qxQDGZc8Ejz7MUFlFWyuQ,"['136 Broadway', 'Brooklyn, NY 11249']","[40.71002578663716, -73.96405744314846]",152,4.5,11249
56,Per Se,1DfbZ0VsSCg9g1KILmnvzQ,"['10 Columbus Cir', 'Fl 4', 'New York, NY 10019']","[40.7681528889558, -73.9827629623657]",1823,4.5,10019
57,Petite Boucherie,g5f6p9jfzB30Mhcu6d5OWA,"['14 Christopher St', 'New York, NY 10014']","[40.73382, -74.00042]",252,4.5,10014
58,Gabriel Kreuther,pDwhlX9jNBGnjvyGR9jYWQ,"['41 W 42nd St', 'New York, NY 10036']","[40.754546, -73.982556]",592,4.5,10036
59,St Tropez West Village,CcxreLJbZsO6Z775-hMWpw,"['304 W 4th St', 'New York, NY 10014']","[40.73704, -74.00386]",257,4.5,10014
60,Cafe Triskell,PXTzmqJW7gbK-IkfKBEnFw,"['33-04 36th Ave', 'Astoria, NY 11106']","[40.7557027855819, -73.9280135680406]",466,4.5,11106
61,Madame Bonté Café,MXfDg1qs9h2254F-z2pQsg,"['318 E 84th St', 'New York, NY 10028']","[40.7761, -73.95185]",50,4.5,10028
62,Les Enfants de Boheme,qOomR3AwClOGpV1HdqOTFg,"['177 Henry St', 'New York, NY 10002']","[40.7136187, -73.9888503]",327,4.5,10002
63,Felice 56,z8TIY5xLeQptbXxZp3LpsA,"['15 W 56th St', 'New York, NY 10019']","[40.762862, -73.975396]",86,4.5,10019
64,Il Corso,JLpEKUYAtzBRQwsUL3RPIA,"['54 W 55th St', 'New York, NY 10019']","[40.762441, -73.977206]",422,4.5,10019
65,Koloman,cHvd_fnNqbcR4EdyodzGzw,"['16 W 29th St', 'New York, NY 10001']","[40.74569968921106, -73.9880941]",50,4.5,10001
66,Mila’s Bistro,uUHLcZJPl6swgnopI2C8tw,"['81 Ludlow St', 'New York, NY 10002']","[40.718115, -73.989501]",13,4.0,10002
67,Le Baratin,WoZnkXZInggzgQM_LbDpGg,"['26 Greenwich Ave', 'New York, NY 10011']","[40.735025, -73.999857]",249,4.0,10011
68,Le Pavillon,7N6Jle8ovxzAiiwwtE77Yw,"['One Vanderbilt Ave', 'New York, NY 10017']","[40.75284533722524, -73.97848111104443]",130,4.0,10017
69,The Bar Room at The Modern,844H9r0tRQZmxiEtjeTW0A,"['9 W 53rd St', 'New York, NY 10019']","[40.760943924003364, -73.97682308486881]",545,4.0,10019
70,PMF Pardon My French,TGP5gbAgml0IDRLGCpFnCw,"['103 Ave B', 'New York, NY 10009']","[40.72473, -73.98115]",1105,4.0,10009
71,Bistro Les Amis,LF2_slTY37P0Ua8vI4Hr5g,"['180 Spring St', 'New York, NY 10012']","[40.724678, -74.002624]",453,4.0,10012
72,Raoul's Restaurant,BA6wd1pZTVu1DmrtiyTs8g,"['180 Prince St', 'New York, NY 10012']","[40.72615, -74.00216]",604,4.0,10012
73,The Consulate,xtfKAP7X36CCZrJm_Ta6Cg,"['519 Columbus Ave', 'New York, NY 10024']","[40.78586, -73.97242]",244,4.0,10024
74,MIMI,mjGdtrh0tX7I91GM9dlMNg,"['185 Sullivan St', 'New York, NY 10012']","[40.7283483, -74.0006612]",171,4.0,10012
75,L'ami Pierre,VMSlE-GQZhcvkp2Mr03xfA,"['149 W 51st St', 'New York, NY 10019']","[40.761320187028105, -73.9815026]",18,4.0,10019
76,Briciola,MOwB9YYd-Ko6nVgSB-ltQw,"['370 W 51st St', 'New York, NY 10019']","[40.7637997047278, -73.9880919456482]",980,4.0,10019
77,Bel Ami,qcvGRJT3QedXz7p3_CDmmA,"['30 E 68th St', 'New York, NY 10065']","[40.7689753, -73.9670732]",239,4.0,10065
78,Poulette - Midtown East,RKpp5WskkZmOjpJtRlbY9g,"['304 E 49th St', 'New York, NY 10017']","[40.75398, -73.96857]",79,4.0,10017
79,Vin Sur Vingt,npWACY8WDDyYhMt0s3YFwQ,"['100 Riverside Blvd', 'New York, NY 10069']","[40.7757, -73.98948]",34,4.0,10069
80,Bâtard,0Q3xCYWK2N-wJfXjLa9dFg,"['239 West Broadway', 'New York, NY 10013']","[40.71958, -74.00581]",496,4.0,10013
81,Mominette,49ST--X1jcIPzUIM1O3K6w,"['221 Knickerbocker Ave', 'Brooklyn, NY 11237']","[40.703252, -73.925889]",766,4.0,11237
82,OCabanon,R-biStUvl2zuhIQFk40GsQ,"['245 W 29th St', 'New York, NY 10001']","[40.7486725, -73.9945145]",445,4.0,10001
83,Balthazar,KgpOYAG-r_eDsQXFXt0nnQ,"['80 Spring St', 'New York, NY 10012']","[40.7226892950401, -73.9982149184027]",3508,4.0,10012
84,La Bonne Soupe,iV-gnXSjT7vl71Z9pttVvw,"['48 W 55th St', 'New York, NY 10019']","[40.7624, -73.97694]",153,4.0,10019
85,La Bergamote,ndd1BQLqFINytM4kbkCjgQ,"['515 W 52nd St', 'New York, NY 10019']","[40.7663868, -73.9915846]",413,4.0,10019
86,Le Rivage,bTyyPU8A4pz9dieLSZPMdA,"['340 W 46th St', 'New York, NY 10036']","[40.760238, -73.98959]",565,4.0,10036
87,The Blue Dog Cookhouse & Bar,I6optu9x0JAf8oT5lqJ8qw,"['308 W 50th St', 'New York, NY 10019']","[40.76244, -73.98674]",1481,4.0,10019
88,Le Moulin a Cafe,xGQ26ijvBi9DKVVG7DQOlA,"['1439 York Ave', 'New York, NY 10075']","[40.76981507188533, -73.9518785114284]",394,4.0,10075
89,The Odeon,P2CTp4xyaNCe2AXSiLeOSQ,"['145 W Broadway', 'New York, NY 10013']","[40.71692, -74.00792]",743,4.0,10013
90,Dirty French,nBkSqOhZMa1A7Yk3q8VPaA,"['180 Ludlow St', 'Ludlow Hotel', 'New York, NY 10002']","[40.72183, -73.98719]",721,4.0,10002
91,l’abeille,VaorFVboJxLfHIakSzGL6w,"['412 Greenwich St', 'New York, NY 10013']","[40.72188, -74.00995]",40,4.0,10013
92,Tartine,0Q13lJ3OHXOuBVpN6jeTjw,"['253 W 11th St', 'New York, NY 10014']","[40.7362899, -74.00344]",1046,4.0,10014
93,Tournesol,cJREPXNhyznkLrKhjg9hoA,"['5012 Vernon Blvd', 'Long Island City, NY 11101']","[40.74239, -73.95451]",464,4.0,11101
94,Chez Napoleon,oyxtaqfFZkP_vC0M6GfkbA,"['365 W 50th St', 'New York, NY 10019']","[40.763401615769176, -73.98839039938507]",301,4.0,10019
95,Cathédrale Restaurant,ZjU9qd-RR55cEEKufmdN5Q,"['112 E 11th St', 'New York City, NY 10003']","[40.731616260076336, -73.98947915459632]",354,4.0,10003
96,Jean Claude 2,bqhBU_iyHpaLlq0WSc5Nkw,"['1343 2nd Ave', 'New York, NY 10021']","[40.7680053710938, -73.9592895507812]",193,4.0,10021
97,Marseille,NMVRHrkdp68twl4CWo1I5A,"['630 9th Ave', 'New York, NY 10036']","[40.7597589, -73.99142128424079]",1104,4.0,10036
98,46 Bistro,ZeKrSgDN0ksEp9TxiuezSg,"['300 W 46th St', 'New York, NY 10036']","[40.75985, -73.98833]",19,4.0,10036
99,Petrossian Boutique & Cafe,Bx9ufqCtxxdl2l6pT3J45g,"['911 7th Ave', 'New York, NY 10019']","[40.766026225434, -73.97945224279856]",366,4.0,10019
100,Essential By Christophe,7oAoNCxii09pyqLx8kH8GA,"['103 W 77th St', 'New York, NY 10024']","[40.78097128860562, -73.9766017]",14,5.0,10024
101,Aunt Bernie's Bar and Jardin,aS8QlNmESvm2ZLsE9D-c3g,"['513 3rd Ave', 'New York, NY 10016']","[40.74598, -73.97772]",18,5.0,10016
102,La Petite Joie,FbGw2sPwZZlZuEndVpP2pQ,"['577 Union Ave', 'Brooklyn, NY 11211']","[40.717711705769275, -73.9524272]",25,4.5,11211
103,Chez Les Frenchies,hcGcjMrRcVSLzmBIsMIcwQ,"['501 E 75th St', 'New York, NY 10021']","[40.7687, -73.95182]",39,4.5,10021
104,Le Fond,IVjpsmmsgc42k9K2RZR3Qg,"['105 Norman Ave', 'Brooklyn, NY 11222']","[40.7258415222168, -73.9511032104492]",167,4.5,11222
105,Frevo,qLL_x4uzDHCgXd9lwaGxjw,"['48 W 8th St', 'New York, NY 10011']","[40.73313, -73.99867]",68,4.5,10011
106,Maison Sun,wDLHOgux_G8Y82Y6D9rSog,"['177 Prince St', 'New York, NY 11201']","[40.72651460000001, -73.9854417]",47,4.5,11201
107,Daniel,DZaN3bNWfwcm__sNw5bvDg,"['60 E 65th St', 'New York, NY 10065']","[40.7667736797858, -73.967607]",1841,4.5,10065
108,Bar Bête,mJeKLz8GC4x6HGWNun1CNA,"['263 Smith St', 'Brooklyn, NY 11231']","[40.6830415993956, -73.9928337145761]",74,4.5,11231
109,Citroën,p6-X_mg5ETcUuV-X4RkPCg,"['931 Manhattan Ave', 'Brooklyn, NY 11222']","[40.7312, -73.95459]",96,4.5,11222
110,Lena,7m4GnzK5pv7qGn-Ar1zabQ,"['1B West 8th St', 'New York, NY 10011']","[40.732552, -73.996704]",32,4.5,10011
111,Majorelle,K_RLEEEkMmlis5hteYlYUQ,"['28 E 63rd St', 'New York, NY 10065']","[40.7657132, -73.9692137]",87,4.5,10065
112,Taureau,50fWXrNECQQYght4ZWeBXQ,"['558 Broome St', 'New York, NY 10013']","[40.724525, -74.005652]",600,4.5,10013
113,Vin Sur Vingt,e55zGi8q6Z0uOZ_RJQhHFA,"['170 2nd Ave', 'New York, NY 10003']","[40.73018, -73.98626]",23,4.5,10003
114,Shun,UJDb0M1eF4KkxJdCTh67cw,"['610 Lexington Ave', 'New York, NY 10022']","[40.7582033, -73.9713074]",52,4.5,10022
115,Addictive NYC,NmzDoAerQUdvMNT90gk4Xw,"['19 West 46th St', 'New York, NY 10036']","[40.75655, -73.97996]",43,4.0,10036
116,Wayan,npiIhpcWePbVT3JYEcy3zg,"['20 Spring St', 'New York, NY 10012']","[40.7213813139202, -73.9950757664721]",564,4.0,10012
117,BXL Zoute,8cT6XDwI9KiCaoVohlx42Q,"['50 W 22nd St', 'New York, NY 10010']","[40.74174, -73.992627]",443,4.0,10010
118,Table d'Hôte,RP02PZPNdhfoL-TjOMiKVg,"['44 E 92nd St', 'New York, NY 10128']","[40.78447, -73.95581]",165,4.0,10128
119,Joseph Leonard,Ps0cOZevNA1M9M5_z7W3oQ,"['170 Waverly Pl', 'New York, NY 10014']","[40.7336021670705, -74.001675412843]",722,4.0,10014
120,Soogil,q-QEwZi32JCnjb7zbY-PQw,"['108 E 4th St', 'New York, NY 10003']","[40.72551, -73.98838]",155,4.0,10003
121,Verōnika,VFUHY1Y6pg0UaNmE3CS7cA,"['281 Park Ave S 22nd St Entrance', 'Second Floor', 'New York, NY 10010']","[40.7392209, -73.98672189999999]",47,4.0,10010
122,Chez Moi,EF4M55USa1ZNy1rP5Kuk2w,"['135 Atlantic Ave', 'Brooklyn, NY 11201']","[40.6907305802403, -73.99551244328]",461,4.0,11201
123,Le Gigot,7uGPAk8ELYABSzZhXhj7tA,"['18 Cornelia St', 'New York, NY 10014']","[40.7314099, -74.00197]",230,4.0,10014
124,Bliss 46 Bistro,K6ik5ceZaea55wXnmHWz0Q,"['43-46 46th St', 'Sunnyside, NY 11104']","[40.743589, -73.918805]",232,4.0,11104
125,Barbès Restaurant,xN7JOFf3nBBDxvZ1M4Slbg,"['1300 Park Ave', 'Hoboken, NJ 07030']","[40.7529899, -74.02924]",298,4.0,07030
126,La Bohème,JP51QIvqSr9mTmuxyd5GMA,"['233 Clinton St', 'Hoboken, NJ 07030']","[40.74070351187905, -74.03451684924673]",64,4.0,07030
127,Ai Fiori,bEXTA_Gwo2oVg4gnFd9fNA,"['400 5th Ave', 'Ste 2', 'New York, NY 10018']","[40.7500752, -73.9837835]",1448,4.0,10018
128,French Louie,9pI_G9xGiTY4YCcfe9eoPA,"['320 Atlantic Ave', 'Brooklyn, NY 11201']","[40.6879459, -73.988257]",458,4.0,11201
129,BoCaphe,C2o3Iw-DXjoUJFgQIbiqkQ,"['222 Lafayette St', 'New York, NY 10012']","[40.722062, -73.997587]",1739,4.0,10012
130,L'avenue at Saks,CsdS-L70jLn-exz34j8h5Q,"['8 East 50th St', 'New York, NY 10022']","[40.758267086090314, -73.9768371]",133,4.0,10022
131,AOC East,9w3zIx0-n7qPLQynU8saHA,"['1590 First Ave', 'New York, NY 10028']","[40.77469, -73.95075]",196,4.0,10028
132,Madame,O64wSq9NvecPNPRkz38o8Q,"['390 4th St', 'Jersey City, NJ 07302']","[40.72473095928894, -74.05183738424924]",249,4.0,07302
133,Nougatine at Jean-Georges,xEDD2ScBU3jHhWxlMC7dkQ,"['1 Central Park W', 'New York, NY 10023']","[40.76891, -73.98176]",1234,4.0,10023
134,Serena's Wine Bar,k4ds_s6y8S46WzVIolypLQ,"['1268 2nd Ave', 'New York, NY 10065']","[40.7652988, -73.9609017]",159,4.0,10065
135,Le Grainne Cafe,nlmFAz_93gjSUfmvmv8Tog,"['183 9th Ave', 'New York, NY 10011']","[40.7454064780449, -74.0024026704959]",663,4.0,10011
136,Maison Harlem,5LqclCP-RTj61-5QNo0jZw,"['341 St Nicholas Ave', 'New York, NY 10027']","[40.8121862892803, -73.9516100875101]",568,4.0,10027
137,Chez Josephine,A8zppFZvBDGUKRSUrzJWMg,"['414 W 42nd St', 'New York, NY 10036']","[40.758502, -73.993413]",601,4.0,10036
138,Cafe Luxembourg,fSQ3CCtFSJ2S8VXDi02-3Q,"['200 W 70th St', 'New York, NY 10023']","[40.77741, -73.98312]",597,4.0,10023
139,Le Gratin,IaKzW5PcmHGklEhAy_9hMQ,"['5 Beekman St', 'New York, NY 10038']","[40.711440173909835, -74.0068285]",34,4.0,10038
140,Quatorze,XDMtYVpUQag-uay9DHMm9A,"['1578 1st Ave', 'New York, NY 10028']","[40.77433249323621, -73.9509927699736]",84,4.0,10028
141,Angelina,jqTCCgP1P0qv-ouHWynTjQ,"['1050 6th Ave', 'New York, NY 10018']","[40.75316, -73.98491]",389,4.0,10018
142,La Boite en Bois,qEbQbYZxurnuVxDrNHQUJg,"['75 W 68th St', 'New York, NY 10023']","[40.7749214172363, -73.9802398681641]",261,3.5,10023
143,Cafe Cluny,kMljfja7weqfl_lzspjzHA,"['284 W 12th St', 'New York, NY 10014']","[40.737385, -74.003966]",823,3.5,10014
144,Café Paulette,zBButa4blgIhHru9B2qMrw,"['1 S Elliott Pl', 'Brooklyn, NY 11217']","[40.6896094060701, -73.975917359407]",234,3.5,11217
145,La Goulue,lw4ZMgn-QBh_5W1ipNHjaw,"['29 E 61st St', 'New York, NY 10065']","[40.76482082282401, -73.9699213]",124,3.5,10065
146,Le Veau D'or,59dXrRQE3JVItSneV3a1bg,"['129 E 60th St', 'New York, NY 10022']","[40.76316, -73.96814]",97,3.5,10022
147,Fig & Olive,FON3TceJNsTC0I0mzBwOKg,"['10 E 52nd St', 'New York, NY 10022']","[40.75938, -73.97558]",1243,3.5,10022
148,Benoit,3gtheZvv3Or0YzWXIl3SJg,"['60 W 55th St', 'New York, NY 10019']","[40.7625640535871, -73.9772810679851]",561,3.5,10019
149,Frenchette,dAHoDxBmzWqfobnTbCHaQA,"['241 W Broadway', 'New York, NY 10013']","[40.71964, -74.00578]",332,3.5,10013
150,Amuse Bouche Bistro,TfeWzIvhIInBxaKG0Ngmqw,"['1590 Park Ave', 'New York, NY 10029']","[40.7985629667818, -73.9437040686607]",27,5.0,10029
151,Danubius Restaurant,k9i7G5WBJV-ohHyvHP7FAg,"['47-57 41st St', 'Sunnyside, NY 11104']","[40.740360159934376, -73.92383323150537]",21,4.5,11104
152,bibi,HbCyzokiA19bEWUp6mga_g,"['211 E 4th St', 'New York, NY 10009']","[40.723937, -73.983519]",214,4.5,10009
153,Shiraz Kitchen & Wine Bar,ikkIneKupd7sClxu9nvdzQ,"['111 W 17th St', 'New York, NY 10011']","[40.73975906936846, -73.9959804]",167,4.5,10011
154,Sixty Three Clinton,diX-SHOYXgGzEEYMCLxaCw,"['63 Clinton St', 'New York, NY 10002']","[40.71946, -73.98498]",105,4.5,10002
155,Cozy Royale,owZRGT6cxeHrpPxFuslMVw,"['434 Humboldt St', 'Brooklyn, NY 11211']","[40.71693, -73.94295]",53,4.5,11211
156,L'Antagoniste,mxDfu4bHwSXoCr3FRpyMsw,"['238 Malcolm X Blvd', 'Brooklyn, NY 11221']","[40.68501, -73.92961]",320,4.5,11221
157,The Harrow New York,0yMlU3xbdawYFXmjNc0dhw,"['720 10th Ave', 'New York, NY 10019']","[40.76419, -73.99182]",268,4.5,10019
158,La Marchande,PflHKSowWSsR-a76Ne7nzg,"['88 Wall St', 'New York, NY 10005']","[40.7054495, -74.0075335]",20,4.5,10005
159,Compagnie des Vins Surnaturels,l2b6HJGarUxoeLnM9syTmg,"['249 Ctr St', 'New York, NY 10013']","[40.7205157, -73.9981652]",148,4.5,10013
160,Heidi's House By The Side Of The Road,26E3j9l0XW_onVIUP-ThCw,"['308 E 78th St', 'New York, NY 10075']","[40.772189, -73.955029]",652,4.5,10075
161,The Four Horsemen,Orbsfc3nI21mQ8cwSPahhg,"['295 Grand St', 'Brooklyn, NY 11211']","[40.71305, -73.95732]",284,4.5,11211
162,Eleven Madison Park,nRO136GRieGtxz18uD61DA,"['11 Madison Ave', 'New York, NY 10010']","[40.7416907417333, -73.9872074872255]",2373,4.5,10010
163,Da Capo,E5rmVdrCn-0uwD2M9nkXdw,"['1392 Madison Ave', 'New York, NY 10029']","[40.7877696714384, -73.9538384601474]",223,4.5,10029
164,The Lavaux,6BHKPn6QtTJ0lTZonI-WgQ,"['630 Hudson St', 'New York, NY 10014']","[40.7383532750564, -74.0055276453495]",91,4.5,10014
165,Patisserie Fouet,rVJ57CwEcucZg1k_y8u3Rg,"['15 E 13th St', 'New York, NY 10003']","[40.735034, -73.993047]",396,4.5,10003
166,Jean-Georges,PBUIaPtgnhmdHE3KHglK-g,"['1 Central Park W', 'New York, NY 10023']","[40.7691122743293, -73.9814290717583]",1993,4.0,10023
167,Fleming’s Prime Steakhouse & Wine Bar,mZ1gKg1OT9-YHxplYLKIpw,"['90 The Promenade', 'Edgewater, NJ 07020']","[40.8059111677674, -73.9875190460327]",634,4.0,07020
168,Jadis,iQB37FNqD_G5_QMrp9ovnw,"['42 Rivington St', 'New York, NY 10002']","[40.7210234741789, -73.9910054106201]",520,4.0,10002
169,Maison Close,U8bfgo6nmR6g6RbERK8ECg,"['15 Watts St', 'New York, NY 10013']","[40.72331, -74.00363]",31,4.0,10013
170,Marea,H_KyiRhwho8rdlw_R93_0Q,"['240 Central Park S', 'New York, NY 10019']","[40.7674213694566, -73.9810554368179]",2321,4.0,10019
171,Tocqueville,a0AvIH1UnFmqAXhZDEQtrw,"['1 E 15th St', 'New York, NY 10003']","[40.73668, -73.99271]",385,4.0,10003
172,St Tropez Soho,Du4yrt8aWlBhOeEjhEH3ww,"['194 Spring St', 'New York, NY 10012']","[40.72498, -74.00328]",145,4.0,10012
